Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrentMonth,SumOfBudget
24-Oct,Corporate & Hold Co - BL,0000,None,Project 328,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,135208.0925,1216872.832
24-Oct,Corporate & Hold Co - BL,0000,None,Project 328,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,6709.591562,7380.550718
24-Oct,Corporate & Hold Co - BL,0000,None,Project 328,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,31945.87971,31945.87971
24-Oct,Corporate & Hold Co - BL,0000,None,Project 328,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1719188.453,15472696.08
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 329,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,285.7271095,285.7271095
24-Oct,Corporate & Hold Co - BL,0000,None,Project 329,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,53846.55685,484619.0117
24-Oct,Corporate & Hold Co - BL,0000,None,Project 329,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,37668.8474,41435.73214
24-Oct,Corporate & Hold Co - BL,0000,None,Project 329,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,168489.3317,341063.4897
24-Oct,Corporate & Hold Co - BL,0000,None,Project 329,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,296282.1364,325910.3501
24-Oct,Corporate & Hold Co - BL,0000,None,Project 329,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1728050.869,1728050.869
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1058 - External Parties (EPC / PM&A Fees),SAR,10002633.53,11002896.88
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,285.7271095,314.2998205
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,42587.73133,42587.73133
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,114543.3034,1030889.731
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,326819.7846,355782.4924
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,5332.962298,47996.66068
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1740135.277,1914148.805
24-Oct,Corporate & Hold Co - BL,0000,None,Project 331,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,31970.03474,35167.03821
24-Oct,Corporate & Hold Co - BL,0000,None,Project 332,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,241263.7971,2171374.174
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 333,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,4835.786954,7108.330341
24-Oct,Corporate & Hold Co - BL,0000,None,Project 333,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,1261.400359,1261.400359
24-Oct,Corporate & Hold Co - BL,0000,None,Project 333,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,913101.5245,8217913.721
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 334,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,3564.86535,7780.017953
24-Oct,Corporate & Hold Co - BL,0000,None,Project 334,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,180644.4524,198708.8977
24-Oct,Corporate & Hold Co - BL,0000,None,Project 334,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1346999.829,1346999.829
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 335,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,875.5870736,899.548833
24-Oct,Corporate & Hold Co - BL,0000,None,Project 335,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,79353.68043,714183.1239
24-Oct,Corporate & Hold Co - BL,0000,None,Project 335,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,584.3806104,642.8186715
24-Oct,Corporate & Hold Co - BL,0000,None,Project 335,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1380603.106,1380603.106
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 399,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,8111.101137,8922.211251
24-Oct,Corporate & Hold Co - BL,0000,None,Project 399,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,63502.23339,63502.23339
24-Oct,Corporate & Hold Co - BL,0000,None,Project 399,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,62545.17415,562906.5673
24-Oct,Corporate & Hold Co - BL,0000,None,Project 400,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,6627286.104,6627286.104
24-Oct,Corporate & Hold Co - BL,0000,None,Project 400,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,97799.47038,880195.2334
24-Oct,Corporate & Hold Co - BL,0000,None,Project 401,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,249351.8447,249351.8447
24-Oct,Corporate & Hold Co - BL,0000,None,Project 429,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,123880.2226,136268.2449
24-Oct,Corporate & Hold Co - BL,0000,None,Project 430,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,3238.051765,29142.46589
24-Oct,Corporate & Hold Co - BL,0000,None,Project 431,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2649.315081,2649.315081
24-Oct,Corporate & Hold Co - BL,0000,None,Project 432,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,229607.307,252568.0377
24-Oct,Corporate & Hold Co - BL,0000,None,Project 433,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,3532.420108,31791.78097
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,62575.17953,62575.17953
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,49479.35368,445314.1831
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,44304.53321,48734.98654
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,130443.5233,130443.5233
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,14490.78995,130417.1095
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,133444.6996,146789.1695
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,4344.502693,4344.502693
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,1853.652603,16682.87343
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,20318.51939,22350.37133
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,376147066.3,376147066.3
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,1776.256732,1776.256732
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,2468.581688,22217.23519
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,97044.33034,106748.7634
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,391327.8312,391327.8312
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,221089.553,1989805.977
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,185103.7558,203614.1314
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,7322.819569,7322.819569
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,207700.0748,1869300.673
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,2464649.695,2711114.664
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,2583.847995,2583.847995
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,27196.34111,244767.07
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2514620.811,2766082.893
24-Oct,Corporate & Hold Co - BL,0000,None,Project 46,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,103.7701975,114.1472172
24-Oct,Corporate & Hold Co - BL,0000,None,Project 46,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,4588.420108,4588.420108
24-Oct,Corporate & Hold Co - BL,0000,None,Project 46,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,6051.683124,54465.14811
24-Oct,Corporate & Hold Co - BL,0000,None,Project 47,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,34.73608618,34.73608618
24-Oct,Corporate & Hold Co - BL,0000,None,Project 47,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,1384.874327,12463.86894
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,417423.6984,417423.6984
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,552.064632,4968.581688
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,37035.66427,40739.2307
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,2318.222621,2318.222621
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,3419.887493,30778.98743
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 184,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,7069.120287,7069.120287
24-Oct,Corporate & Hold Co - BL,0000,None,Project 49,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,808.0490724,7272.441652
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 50,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,75.38509874,75.38509874
24-Oct,Corporate & Hold Co - BL,0000,None,Project 50,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,863.6220826,7772.598743
24-Oct,Corporate & Hold Co - BL,0000,None,Project 50,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,1867.145422,2053.859964
24-Oct,Corporate & Hold Co - BL,0000,None,Project 50,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,10891.93537,10891.93537
24-Oct,Corporate & Hold Co - BL,0000,None,Project 50,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1796892.689,16172034.2
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 51,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,63.25852783,63.25852783
24-Oct,Corporate & Hold Co - BL,0000,None,Project 51,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,62549.37163,562944.3447
24-Oct,Corporate & Hold Co - BL,0000,None,Project 51,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,42854.45691,47139.9026
24-Oct,Corporate & Hold Co - BL,0000,None,Project 51,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,895.4219031,895.4219031
24-Oct,Corporate & Hold Co - BL,0000,None,Project 51,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2261203.353,20350830.18
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 52,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,198.2369838,198.2369838
24-Oct,Corporate & Hold Co - BL,0000,None,Project 52,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,2560.20377,23041.83393
24-Oct,Corporate & Hold Co - BL,0000,None,Project 52,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,173.7657092,191.1422801
24-Oct,Corporate & Hold Co - BL,0000,None,Project 52,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,291671.4542,291671.4542
24-Oct,Corporate & Hold Co - BL,0000,None,Project 52,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,697086.8268,6273781.441
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,108102.2846,108102.2846
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,1187458.604,10687127.43
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,3235107.472,3558618.219
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,1479602.181,1479602.181
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,27385.31299,246467.8169
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,32579.31418,35837.2456
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,117.4174147,117.4174147
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,1488496.427,13396467.85
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,23521209.01,25873329.91
24-Oct,Corporate & Hold Co - BL,0000,None,Project 54,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,612.6570916,673.9228007
24-Oct,Corporate & Hold Co - BL,0000,None,Project 54,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,139784.048,139784.048
24-Oct,Corporate & Hold Co - BL,0000,None,Project 54,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,53096.94794,477872.5314
24-Oct,Corporate & Hold Co - BL,0000,None,Project 55,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,2432.675045,2432.675045
24-Oct,Corporate & Hold Co - BL,0000,None,Project 55,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,407847.3294,3670625.965
24-Oct,Corporate & Hold Co - BL,0000,None,Project 55,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,773.7881508,773.7881508
24-Oct,Corporate & Hold Co - BL,0000,None,Project 190,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,1358.886894,1494.775583
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 191,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,296.1579892,2665.421903
24-Oct,Corporate & Hold Co - BL,0000,None,Project 191,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,1468.254039,1615.079443
24-Oct,Corporate & Hold Co - BL,0000,None,Project 191,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,8189.295332,8189.295332
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 192,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,1481.116697,1629.228366
24-Oct,Corporate & Hold Co - BL,0000,None,Project 192,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,1749.832136,1749.832136
24-Oct,Corporate & Hold Co - BL,0000,None,Project 192,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,122454.9294,1102094.364
24-Oct,Corporate & Hold Co - BL,0000,None,Project 238,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,1120.305925,10082.75332
24-Oct,Corporate & Hold Co - BL,0000,None,Project 238,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,5656370.018,6222007.02
24-Oct,Corporate & Hold Co - BL,0000,None,Project 257,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,114.4524237,125.8976661
24-Oct,Corporate & Hold Co - BL,0000,None,Project 257,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,302540.4617,302540.4617
24-Oct,Corporate & Hold Co - BL,0000,None,Project 257,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,27134236.46,244208128.2
24-Oct,Corporate & Hold Co - BL,0000,None,Project 260,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,334.9192101,334.9192101
24-Oct,Corporate & Hold Co - BL,0000,None,Project 285,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,11852.40673,13037.64741
24-Oct,Corporate & Hold Co - BL,0000,None,Project 336,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,255203.5592,2296832.033
24-Oct,Corporate & Hold Co - BL,0000,None,Project 337,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,28023.42908,28023.42908
24-Oct,Corporate & Hold Co - BL,0000,None,Project 402,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2872.497307,2872.497307
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,1396.782765,1536.461041
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,192996.8429,192996.8429
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,19524.23698,175718.1329
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,22756.30162,25031.93178
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,3356.244165,3356.244165
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,873.7630162,7863.867145
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,514.6104129,566.0714542
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,19320.77621,19320.77621
24-Oct,Corporate & Hold Co - BL,0000,None,Project 56,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,12366615.03,111299535.2
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,1189.856373,1189.856373
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,1843.581688,16592.23519
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,12088.88809,13297.7769
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,160.6104129,160.6104129
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,192.5493716,1732.944345
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2333800.491,2567180.54
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,16153652.62,145382873.6
24-Oct,Corporate & Hold Co - BL,0000,None,Project 57,Intercompany 157,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,6171.470676,55543.23609
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,793.1104129,872.4214542
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,104138.1777,104138.1777
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,477.2591263,4295.332136
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,722021.2962,794223.4259
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,12749.66338,12749.66338
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,6441.763914,57975.87522
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,470.9371634,518.0308797
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,37127.21903,37127.21903
24-Oct,Corporate & Hold Co - BL,0000,None,Project 58,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,301.7874327,2716.086894
