Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrent Month
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,42587.73133
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,114543.3034
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,326819.7846
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,5332.962298
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1740135.277
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1031 - Recovery of Costs,SAR,-2224936.46
24-Oct,Corporate & Hold Co - BL,0000,None,Project 330,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-0.002692998
24-Oct,Corporate & Hold Co - BL,0000,None,Project 331,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,31970.03474
24-Oct,Corporate & Hold Co - BL,0000,None,Project 331,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-2866278.977
24-Oct,Corporate & Hold Co - BL,0000,None,Project 332,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,241263.7971
24-Oct,Corporate & Hold Co - BL,0000,None,Project 332,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-241263.7971
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 333,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,4835.786954
24-Oct,Corporate & Hold Co - BL,0000,None,Project 333,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,1261.400359
24-Oct,Corporate & Hold Co - BL,0000,None,Project 333,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,913101.5245
24-Oct,Corporate & Hold Co - BL,0000,None,Project 333,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-1002648.995
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 334,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,3564.86535
24-Oct,Corporate & Hold Co - BL,0000,None,Project 334,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,180644.4524
24-Oct,Corporate & Hold Co - BL,0000,None,Project 334,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1346999.829
24-Oct,Corporate & Hold Co - BL,0000,None,Project 334,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 335,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,875.5870736
24-Oct,Corporate & Hold Co - BL,0000,None,Project 335,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,79353.68043
24-Oct,Corporate & Hold Co - BL,0000,None,Project 335,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,584.3806104
24-Oct,Corporate & Hold Co - BL,0000,None,Project 335,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1380603.106
24-Oct,Corporate & Hold Co - BL,0000,None,Project 335,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-1384209.381
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 399,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,8111.101137
24-Oct,Corporate & Hold Co - BL,0000,None,Project 399,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,63502.23339
24-Oct,Corporate & Hold Co - BL,0000,None,Project 399,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,62545.17415
24-Oct,Corporate & Hold Co - BL,0000,None,Project 399,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 400,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,6627286.104
24-Oct,Corporate & Hold Co - BL,0000,None,Project 400,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,97799.47038
24-Oct,Corporate & Hold Co - BL,0000,None,Project 400,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 401,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,249351.8447
24-Oct,Corporate & Hold Co - BL,0000,None,Project 401,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-182858.0194
24-Oct,Corporate & Hold Co - BL,0000,None,Project 429,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,123880.2226
24-Oct,Corporate & Hold Co - BL,0000,None,Project 429,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-92910.16697
24-Oct,Corporate & Hold Co - BL,0000,None,Project 430,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,3238.051765
24-Oct,Corporate & Hold Co - BL,0000,None,Project 430,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 431,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2649.315081
24-Oct,Corporate & Hold Co - BL,0000,None,Project 431,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 432,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,229607.307
24-Oct,Corporate & Hold Co - BL,0000,None,Project 432,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 433,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,3532.420108
24-Oct,Corporate & Hold Co - BL,0000,None,Project 433,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,62575.17953
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,49479.35368
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,44304.53321
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,130443.5233
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,14490.78995
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,133444.6996
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,4344.502693
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,1853.652603
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,20318.51939
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,376147066.3
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1031 - Recovery of Costs,SAR,-7743453.905
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-13744.16068
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 44,Intercompany 216,Accrued expenses and other payables,Current liabilities,Deferred Revenue (C),22261/0000 - Other,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 44,Intercompany 216,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,1776.256732
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,2468.581688
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,97044.33034
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,391327.8312
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,221089.553
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1005 - Five Capital,SAR,185103.7558
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,7322.819569
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,207700.0748
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,2464649.695
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,2583.847995
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,27196.34111
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2514620.811
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1031 - Recovery of Costs,SAR,-3389454.82
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-5922681.67
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 97,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 40,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 45,Intercompany 154,Accrued expenses and other payables,Current liabilities,Deferred Revenue (C),22261/0000 - Other,SAR,-35345.60144
24-Oct,Corporate & Hold Co - BL,0000,None,Project 45,Intercompany 154,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 46,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,103.7701975
24-Oct,Corporate & Hold Co - BL,0000,None,Project 46,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,4588.420108
24-Oct,Corporate & Hold Co - BL,0000,None,Project 46,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,6051.683124
24-Oct,Corporate & Hold Co - BL,0000,None,Project 46,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-7878.840515
24-Oct,Corporate & Hold Co - BL,0000,None,Project 47,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,34.73608618
24-Oct,Corporate & Hold Co - BL,0000,None,Project 47,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,1384.874327
24-Oct,Corporate & Hold Co - BL,0000,None,Project 47,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-1363.895512
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,417423.6984
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,552.064632
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,37035.66427
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,2318.222621
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,3419.887493
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-51502.94434
24-Oct,Corporate & Hold Co - BL,0000,None,Project 48,Intercompany 184,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,7069.120287
24-Oct,Corporate & Hold Co - BL,0000,None,Project 49,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,808.0490724
24-Oct,Corporate & Hold Co - BL,0000,None,Project 49,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-881.508079
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 50,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,75.38509874
24-Oct,Corporate & Hold Co - BL,0000,None,Project 50,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,863.6220826
24-Oct,Corporate & Hold Co - BL,0000,None,Project 50,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1009 - Postage, Courier & Telecom",SAR,1867.145422
24-Oct,Corporate & Hold Co - BL,0000,None,Project 50,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,10891.93537
24-Oct,Corporate & Hold Co - BL,0000,None,Project 50,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,1796892.689
24-Oct,Corporate & Hold Co - BL,0000,None,Project 50,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-1357571.432
24-Oct,Corporate & Hold Co - BL,0000,None,Project 50,Intercompany 176,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 51,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,63.25852783
24-Oct,Corporate & Hold Co - BL,0000,None,Project 51,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,62549.37163
24-Oct,Corporate & Hold Co - BL,0000,None,Project 51,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,42854.45691
24-Oct,Corporate & Hold Co - BL,0000,None,Project 51,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,895.4219031
24-Oct,Corporate & Hold Co - BL,0000,None,Project 51,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,2261203.353
24-Oct,Corporate & Hold Co - BL,0000,None,Project 51,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-1691261.125
24-Oct,Corporate & Hold Co - BL,0000,None,Project 51,Intercompany 184,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 52,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,198.2369838
24-Oct,Corporate & Hold Co - BL,0000,None,Project 52,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,2560.20377
24-Oct,Corporate & Hold Co - BL,0000,None,Project 52,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,173.7657092
24-Oct,Corporate & Hold Co - BL,0000,None,Project 52,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,291671.4542
24-Oct,Corporate & Hold Co - BL,0000,None,Project 52,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,697086.8268
24-Oct,Corporate & Hold Co - BL,0000,None,Project 52,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-707510.2917
24-Oct,Corporate & Hold Co - BL,0000,None,Project 52,Intercompany 239,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1001 - Financial Consult.,SAR,108102.2846
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1002 - Legal Consult.,SAR,1187458.604
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1003 - Technical Consult.,SAR,3235107.472
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1004 - Other Consult.,SAR,1479602.181
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1006 - Bid Bond Comm.,SAR,27385.31299
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,32579.31418
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1008 - Meals & Entertain.,SAR,117.4174147
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,1488496.427
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,23521209.01
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1031 - Recovery of Costs,SAR,-7315135.969
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-1087227.296
24-Oct,Corporate & Hold Co - BL,0000,None,Project 53,Intercompany 218,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 54,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,612.6570916
24-Oct,Corporate & Hold Co - BL,0000,None,Project 54,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,139784.048
24-Oct,Corporate & Hold Co - BL,0000,None,Project 54,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,53096.94794
24-Oct,Corporate & Hold Co - BL,0000,None,Project 54,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-243049.1697
24-Oct,Corporate & Hold Co - BL,0000,None,Project 55,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1010 - Other Expenses,SAR,2432.675045
24-Oct,Corporate & Hold Co - BL,0000,None,Project 55,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,407847.3294
24-Oct,Corporate & Hold Co - BL,0000,None,Project 55,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1031 - Recovery of Costs,SAR,-75114.81987
24-Oct,Corporate & Hold Co - BL,0000,None,Project 55,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,773.7881508
24-Oct,Corporate & Hold Co - BL,0000,None,Project 55,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-185290.7639
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 55,Intercompany 156,Accrued expenses and other payables,Current liabilities,Deferred Revenue (C),22261/0000 - Other,SAR,-30456.1167
24-Oct,Corporate & Hold Co - BL,0000,None,Project 55,Intercompany 156,"Prepaid, Interest and Other receivable (C) ",Current assets,Other receivables,12432/1003 - Accrual - Service Charges Income,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 190,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,1358.886894
24-Oct,Corporate & Hold Co - BL,0000,None,Project 190,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-121831.2388
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 191,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,296.1579892
24-Oct,Corporate & Hold Co - BL,0000,None,Project 191,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,1468.254039
24-Oct,Corporate & Hold Co - BL,0000,None,Project 191,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,8189.295332
24-Oct,Corporate & Hold Co - BL,0000,None,Project 191,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-7299.385398
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 192,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,1481.116697
24-Oct,Corporate & Hold Co - BL,0000,None,Project 192,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,1749.832136
24-Oct,Corporate & Hold Co - BL,0000,None,Project 192,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,122454.9294
24-Oct,Corporate & Hold Co - BL,0000,None,Project 192,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-122453.9605
24-Oct,Corporate & Hold Co - BL,0000,None,Project 192,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-11210.59605
24-Oct,Corporate & Hold Co - BL,0000,None,Project 238,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,1120.305925
24-Oct,Corporate & Hold Co - BL,0000,None,Project 238,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,5656370.018
24-Oct,Corporate & Hold Co - BL,0000,None,Project 238,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-17842.5398
24-Oct,Corporate & Hold Co - BL,0000,None,Project 238,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-69101.73788
24-Oct,Corporate & Hold Co - BL,0000,None,Project 257,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,114.4524237
24-Oct,Corporate & Hold Co - BL,0000,None,Project 257,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,302540.4617
24-Oct,Corporate & Hold Co - BL,0000,None,Project 257,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,27134236.46
24-Oct,Corporate & Hold Co - BL,0000,None,Project 257,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1082 - Write off,SAR,-521812.2397
24-Oct,Corporate & Hold Co - BL,0000,Other,Project 258,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/0000 - Other,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 258,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 258,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1021 - Staff cost (allocated),SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 260,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,"12301/1007 - Boarding, Lodging & Travel",SAR,334.9192101
24-Oct,Corporate & Hold Co - BL,0000,None,Project 260,Intercompany 182,Projects in progress,Current assets,Projects in progress - Development projects,12301/1081 - Provision,SAR,-251.1894075
