Analytical Code Name,Region,Plant,Actual,PM,Variance,Variance%,PY,Variance,Variance%
None,1,21,-650131.05,-650131.05,0,0.00%,-325065.44,-325066,-100.00%
None,1,22,-5734667.94,-5734667.94,0,0.00%,-55629.97,-5679038,-10208.60%
None,1,23,-1767061.23,-1767061.23,0,0.00%,-497017.65,-1270044,-255.50%
None,1,24,-0.01,-0.01,0,0.00%,0,0,-500.00%
None,1,25,-3033.46,-3033.46,0,0.00%,-14954260.66,14951227,100.00%
None,1,26,-395.92,-395.92,0,0.00%,-2425.38,2029,83.70%
None,1,27,-0.11,-0.11,0,0.00%,-5691.32,5691,100.00%
None,1,28,-415472139,-415472139,0,0.00%,-26824345.68,-388647793,-1448.90%
None,1,29,-61464874.51,-61464874.51,0,0.00%,-43954287.91,-17510587,-39.80%
None,1,30,-19774764.28,-19774764.28,0,0.00%,-13722028.46,-6052736,-44.10%
None,1,31,-315603.18,-315603.18,0,0.00%,-2045999.72,1730397,84.60%
None,1,32,-489687.75,-489687.75,0,0.00%,-7721586.98,7231899,93.70%
None,1,33,-1612992.32,-1612992.32,0,0.00%,-796166.83,-816825,-102.60%
None,1,34,-32919.81,-32919.81,0,0.00%,0,-32920,
None,1,35,-326071.51,-326071.51,0,0.00%,-249405.87,-76666,-30.70%
None,1,36,0,0,0,,,0,
None,1,37,-809493.51,-809493.51,0,0.00%,-404966.77,-404527,-99.90%
None,1,38,-291483.91,-291483.91,0,0.00%,-1.68,-291482,-17364235.50%
None,1,39,-2319017.79,-2319017.79,0,0.00%,-7480.55,-2311537,-30900.60%
None,2,1,35558.79,35558.79,0,0.00%,-10164.15,45723,449.80%
None,2,2,207039.93,207039.93,0,0.00%,,207040,
None,2,4,0,0,0,,189769.29,-189769,-100.00%
None,2,28,81583.9,81583.9,0,0.00%,,81584,
None,3,1,0,0,0,,0,0,
None,4,1,-5981.57,-5981.57,0,0.00%,-2990.79,-2991,-100.00%
None,4,28,0,0,0,,,0,
None,5,1,-3113.69,-3113.69,0,0.00%,-1556.85,-1557,-100.00%
None,5,2,0,0,0,,,0,
None,6,28,16.3,16.3,0,0.00%,,16,
None,10,1,-1915.3,-1915.3,0,0.00%,-957.49,-958,-100.00%
None,11,2,0,0,0,,,0,
None,11,28,0,0,0,,,0,
None,12,2,0,0,0,,,0,
None,12,28,-1270.47,-1270.47,0,0.00%,,-1270,
None,13,2,0,0,0,,,0,
None,13,28,1270.47,1270.47,0,0.00%,,1270,
None,14,28,0,0,0,,,0,
None,15,28,0,0,0,,,0,
None,16,2,0,0,0,,,0,
None,16,28,0,0,0,,,0,
None,17,2,0,0,0,,,0,
None,17,28,0,0,0,,,0,
None,18,1,303557.96,303557.96,0,0.00%,,303558,
None,18,2,7418.82,7418.82,0,0.00%,,7419,
None,18,28,18973.3,18973.3,0,0.00%,,18973,
None,19,1,4.03,4.03,0,0.00%,,4,
None,19,28,4759.13,4759.13,0,0.00%,,4759,
None,20,1,0,0,0,,,0,
None,20,28,4.08,4.08,0,0.00%,,4,
None,21,1,48036.94,48036.94,0,0.00%,,48037,
None,21,2,23046.54,23046.54,0,0.00%,,23047,
None,21,28,14852.68,14852.68,0,0.00%,,14853,
None,22,1,55570.99,55570.99,0,0.00%,,55571,
None,22,2,488.96,488.96,0,0.00%,,489,
None,23,1,6197.65,6197.65,0,0.00%,,6198,
None,23,2,48453.87,48453.87,0,0.00%,,48454,
None,23,28,1465.08,1465.08,0,0.00%,,1465,
None,24,1,0,0,0,,,0,
None,24,2,115717.03,115717.03,0,0.00%,,115717,
None,24,28,11790.31,11790.31,0,0.00%,,11790,
None,25,1,741.13,741.13,0,0.00%,,741,
None,25,2,2688.94,2688.94,0,0.00%,,2689,
None,25,28,10129.27,10129.27,0,0.00%,,10129,
None,26,2,0,0,0,,,0,
None,26,28,99.63,99.63,0,0.00%,,100,
None,27,1,3252.62,3252.62,0,0.00%,,3253,
None,27,2,28764.99,28764.99,0,0.00%,,28765,
None,27,28,16644.82,16644.82,0,0.00%,,16645,
None,28,1,5349.01,5349.01,0,0.00%,,5349,
None,28,2,52193.09,52193.09,0,0.00%,,52193,
None,28,28,6793.2,6793.2,0,0.00%,,6793,
None,29,1,8947.47,8947.47,0,0.00%,,8947,
None,29,2,27327.24,27327.24,0,0.00%,,27327,
None,29,28,27347.88,27347.88,0,0.00%,,27348,
None,30,1,323.74,323.74,0,0.00%,,324,
None,30,2,134.95,134.95,0,0.00%,,135,
None,31,1,2968.16,2968.16,0,0.00%,,2968,
None,31,28,659.41,659.41,0,0.00%,,659,
None,32,1,313.42,313.42,0,0.00%,,313,
None,32,2,22305.71,22305.71,0,0.00%,,22306,
None,32,28,7178.26,7178.26,0,0.00%,,7178,
None,33,1,8121.27,8121.27,0,0.00%,,8121,
None,33,2,19559.95,19559.95,0,0.00%,,19560,
None,33,28,20285.57,20285.57,0,0.00%,,20286,
None,34,1,2564.12,2564.12,0,0.00%,,2564,
None,34,2,9329.78,9329.78,0,0.00%,,9330,
None,34,28,15151.77,15151.77,0,0.00%,,15152,
None,35,1,199.36,199.36,0,0.00%,,199,
None,35,2,3332.79,3332.79,0,0.00%,,3333,
None,35,28,2257.18,2257.18,0,0.00%,,2257,
None,36,2,76137.74,76137.74,0,0.00%,,76138,
None,37,2,12131.24,12131.24,0,0.00%,,12131,
None,37,28,332.63,332.63,0,0.00%,,333,
Other Payable-Employees,1,28,-61467.85,-61467.85,0,0.00%,-45848.73,-15619,-34.10%
PO Accrual,1,1,0,0,0,,,0,
PO Accrual,1,2,0,0,0,,,0,
PO Accrual,1,28,-14362.72,-14362.72,0,0.00%,,-14363,
Provision for zakat,1,1,196085.43,196085.43,0,0.00%,,196085,
SAGIA Licence fee,1,18,-15457.81,-15457.81,0,0.00%,-7480.55,-7977,-106.60%
SAGIA Licence fee,1,19,-21641.34,-21641.34,0,0.00%,-10472.77,-11169,-106.60%
SAGIA Licence fee,1,20,0,0,0,,,0,
Staff IPO Grant Liability,1,1,-818445.66,-818445.66,0,0.00%,-695022.62,-123423,-17.80%
VAT OFFSET 10%,1,25,-908.69,-908.69,0,0.00%,0.07,-909,-1265450.00%
VAT OFFSET 15%,1,1,-36628661.96,-36628661.96,0,0.00%,-7513102.39,-29115560,-387.50%
VAT OFFSET 15%,1,12,0,0,0,,,0,
VAT OFFSET 15%,1,14,-2078449.96,-2078449.96,0,0.00%,,-2078450,
VAT OFFSET 15%,1,15,0,0,0,,,0,
VAT OFFSET 15%,1,18,0.3,0.3,0,0.00%,-2793.99,2794,100.00%
VAT OFFSET 15%,1,22,-230183.84,-230183.84,0,0.00%,,-230184,
VAT OFFSET 5%,1,2,-3116.59,-3116.59,0,0.00%,-43901.19,40785,92.90%
VAT OFFSET 5%,1,7,-89.77,-89.77,0,0.00%,,-90,
VAT OFFSET 5%,1,8,-948599.14,-948599.14,0,0.00%,,-948599,
VAT OFFSET 5%,1,9,-162507.67,-162507.67,0,0.00%,,-162508,
VAT OFFSET 5%,1,24,0,0,0,,,0,
VAT OFFSET 5%,1,28,-526155.18,-526155.18,0,0.00%,-88872.57,-437283,-492.00%
VAT OFFSET 5%,1,29,-14.96,-14.96,0,0.00%,,-15,
VAT OFFSET 5%,1,31,-502.69,-502.69,0,0.00%,-3.93,-499,-12695.10%
VAT OFFSET 5%,1,32,-280.52,-280.52,0,0.00%,-93.51,-187,-200.00%
VAT OFFSET 5%,1,33,0,0,0,,-93.51,94,100.00%
VAT OFFSET 5%,1,34,-493.72,-493.72,0,0.00%,,-494,
VAT OFFSET 5%,1,35,0,0,0,,0,0,
VAT OFFSET 5%,1,37,0,0,0,,0,0,
VAT OFFSET 5%,1,38,0,0,0,,,0,
WHT Clearing Account,1,1,84646.14,84646.14,0,0.00%,15508.32,69138,445.80%
WHT Clearing Account,1,7,41198.55,41198.55,0,0.00%,,41199,
WHT Clearing Account,1,18,0.01,0.01,0,0.00%,0,0,
WHT Clearing Account,1,19,0,0,0,,0,0,
WHT Clearing Account,1,20,14925.34,14925.34,0,0.00%,-7462.67,22388,300.00%
WHT payable,1,1,-109365.82,-109365.82,0,0.00%,1386586.21,-1495952,-107.90%
WHT payable,1,18,12177.19,12177.19,0,0.00%,6088.6,6089,100.00%
WHT payable,1,20,-14925.34,-14925.34,0,0.00%,,-14925,
WHT payable,1,22,-193521.17,-193521.17,0,0.00%,0,-193521,
